s,t
243,808
529,960
223,774
227,798
12,422
229,646
565,830
378,896
531,841
9,306
203,902
428,741
264,769
439,861
303,647
168,444
398,649
86,779
33,620
776,942
22,639
444,783
275,949
50,339
392,744
74,846
110,688
497,912
293,517
70,850
124,549
19,486
59,492
273,671
25,293
523,710
379,896
92,615
316,870
303,839
390,853
157,401
49,833
158,705
368,988
440,983
124,331
59,902
408,830
678,981
58,691
168,559
279,818
501,794
77,362
550,760
281,873
296,488
222,917
320,539
199,530
321,627
465,588
224,975
694,881
228,798
215,931
53,494
18,531
807,989
191,858
98,663
11,648
297,550
415,922
451,914
230,562
458,840
360,725
231,719
412,975
505,911
648,875
393,501
88,791
113,779
256,964
191,855
354,579
53,575
312,673
20,595
369,944
10,262
195,690
555,988
114,358
34,526
466,912
289,734
36,372
443,778
324,724
295,787
40,348
83,736
337,540
19,639
496,759
124,463
507,814
46,746
49,738
182,565
747,985
224,742
190,439
35,854
195,746
496,826
228,925
607,944
48,453
111,761
228,576
97,255
289,888
579,885
420,606
11,319
187,533
161,544
207,596
93,268
774,999
245,803
301,859
106,426
91,516
796,958
545,847
62,641
6,492
36,235
221,808
54,497
561,813
29,274
45,582
175,530
300,567
328,906
372,769
310,948
46,616
323,467
505,897
346,869
531,846
432,691
285,738
222,865
687,879
14,784
138,782
276,755
535,999
94,497
371,605
630,765
656,859
77,734
345,714
457,717
495,896
78,591
250,807
193,761
177,820
393,788
248,718
262,912
375,744
399,576
142,425
164,994
751,955
569,822
215,835
313,531
694,982
157,990
6,612
86,387
524,749
11,323
337,897
109,575
182,798
267,726
98,365
338,670
332,725
322,918
613,925
259,595
67,602
114,787
187,859
417,912
354,578
399,982
305,926
149,575
481,948
97,558
529,910
423,812
627,911
52,806
735,994
189,643
141,560
78,751
55,794
165,740
152,795
94,490
319,733
703,850
197,878
631,786
396,997
242,616
428,859
503,899
131,441
142,648
197,974
327,717
477,708
572,694
112,937
56,476
448,998
646,815
100,647
315,875
647,920
715,998
497,647
212,666
4,560
4,389
156,665
648,837
571,781
391,972
155,690
191,654
280,579
509,702
140,566
344,858
160,625
193,671
480,816
222,506
884,944
653,843
519,949
317,803
239,408
319,646
343,789
116,769
28,345
94,690
650,768
173,911
71,900
359,806
603,874
67,452
58,504
181,833
421,844
187,747
421,720
147,637
393,643
218,844
219,602
90,729
378,604
554,895
71,627
609,725
452,880
448,990
158,330
400,815
154,701
96,551
421,729
374,931
193,724
98,399
277,580
102,819
166,637
228,603
515,886
390,667
90,422
21,808
727,990
448,816
286,634
125,371
127,995
451,918
194,859
216,982
478,908
11,766
546,715
492,677
407,892
535,824
485,823
60,641
120,757
472,908
427,934
185,701
300,920
290,756
508,781
57,802
485,887
144,731
569,863
560,980
490,964
64,504
324,775
229,604
336,807
90,766
112,879
249,845
69,811
210,310
51,408
81,753
415,786
696,919
93,420
192,763
302,960
416,821
146,578
241,853
569,740
114,284
756,946
517,963
57,704
79,455
435,902
472,851
401,950
789,981
817,985
507,832
282,947
691,967
283,604
101,368
493,804
143,789
15,743
371,626
226,849
641,894
125,761
438,698
190,541
219,749
302,795
125,461
237,959
32,768
46,626
608,752
357,539
484,959
38,528
173,494
16,740
566,930
412,960
618,994
528,868
696,884
157,741
642,878
79,717
360,734
264,924
102,398
254,484
228,507
408,999
394,978
222,781
660,868
357,612
350,810
104,437
2,268
224,856
693,866
299,979
158,337
100,686
365,716
13,360
317,858
352,749
63,784
578,902
119,591
233,573
494,927
206,629
498,747
506,679
31,688
453,957
186,696
241,904
40,554
43,424
134,329
24,670
197,875
262,830
437,844
207,527
122,654
349,591
166,712
312,997
147,481
247,756
275,984
41,403
103,742
104,697
619,952
84,463
309,862
132,647
537,730
374,712
261,933
90,556
59,505
272,556
83,711
351,769
253,837
634,980
184,585
448,983
288,424
7,476
391,630
457,622
153,254
113,801
147,593
134,841
118,381
480,979
209,544
693,973
450,892
160,1000
569,927
83,342
158,675
222,560
509,972
506,752
28,363
140,777
176,327
433,964
177,981
569,930
258,660
545,908
21,479
244,912
312,639
433,579
558,901
174,890
344,966
85,726
59,271
213,715
258,678
107,374
14,336
205,978
395,787
316,987
326,898
9,503
450,923
287,897
641,806
100,512
276,693
273,863
202,514
25,194
219,841
212,586
52,240
111,561
169,916
57,486
94,337
483,724
212,401
270,802
470,671
351,900
139,638
373,709
804,967
137,864
12,689
232,863
289,583
283,742
527,942
126,507
12,663
148,583
333,775
422,834
103,468
234,882
297,748
194,897
269,888
166,810
191,712
744,966
430,790
337,812
252,985
572,863
54,267
536,980
646,954
118,921
127,581
99,760
460,868
427,577
56,496
161,478
126,344
543,685
11,479
14,399
430,673
58,540
354,513
5,648
93,882
280,941
329,986
629,968
452,851
306,503
233,917
351,846
76,727
413,837
64,263
55,341
539,787
548,754
227,976
601,880
326,876
230,879
319,889
121,443
16,558
233,713
91,771
386,973
52,669
414,665
439,750
207,642
375,698
457,634
286,881
658,996
291,555
213,664
220,589
126,348
98,315
191,675
172,955
150,932
75,510
14,428
48,449
165,721
67,368
466,791
299,480
329,701
200,455
238,598
302,976
382,878
101,887
177,520
102,270
356,517
320,586
614,948
170,570
128,871
267,923
121,908
231,873
92,161
253,978
409,808
426,932
392,673
180,698
267,712
145,439
495,765
72,406
577,937
84,447
5,638
18,560
181,606
215,823
153,837
164,460
32,793
414,865
523,691
181,781
479,779
578,775
71,383
2,273
640,920
30,452
150,439
186,400
311,841
529,948
379,703
484,921
369,959
83,430
392,590
468,868
669,774
353,892
358,809
266,715
249,787
13,335
452,956
151,949
504,663
75,718
261,835
468,842
269,645
477,940
92,725
406,773
462,690
328,751
610,972
125,390
4,319
1,362
581,881
421,671
285,670
387,543
15,385
449,953
188,651
194,720
34,763
455,931
357,783
354,540
239,528
215,908
432,669
106,477
102,697
220,521
282,955
555,829
596,806
238,546
64,514
48,738
257,780
572,927
549,850
91,374
546,840
663,974
111,828
214,881
82,459
263,986
502,753
450,733
90,440
727,899
436,637
129,938
84,547
308,776
236,779
67,512
187,914
191,627
542,995
471,876
64,485
247,784
510,780
91,255
383,728
449,732
486,875
225,431
594,930
548,883
296,995
221,689
449,974
540,790
128,362
147,704
212,860
192,835
314,886
210,955
483,920
218,819
172,563
336,450
121,310
216,800
109,757
66,622
81,516
267,811
40,640
217,399
347,767
301,706
198,908
498,943
145,688
240,658
129,784
496,689
293,763
117,894
163,369
178,731
670,931
6,523
398,957
12,217
196,994
668,930
254,921
453,617
240,532
159,487
270,934
10,603
474,720
381,893
203,450
254,717
408,772
11,574
259,964
121,663
78,388
128,880
135,247
350,995
259,630
283,688
494,979
241,598
27,446
360,856
460,677
279,445
85,611
729,941
250,430
528,845
752,866
182,545
473,887
15,819
429,648
313,954
202,646
321,582
64,409
483,820
477,833
504,813
249,501
208,851
468,818
722,989
284,833
543,923
5,551
94,747
438,793
86,657
275,578
293,787
272,538
49,431
178,860
64,839
376,885
654,947
187,745
285,696
700,997
180,793
338,817
633,853
89,601
89,682
315,456
598,968
395,806
83,218
81,370
130,729
205,731
173,442
496,894
545,988
415,936
73,643
377,720
13,367
269,667
456,871
114,794
48,230
120,547
218,428
143,493
486,704
347,616
184,413
660,891
230,524
185,712
729,956
111,469
233,938
44,623
635,989
10,628
232,858
242,835
490,912
337,902
83,704
637,776
269,871
648,900
250,934
525,898
385,920
426,713
193,690
343,470
223,686
134,446
253,612
413,802
48,519
726,912
552,957
512,956
529,775
357,745
7,591
185,481
425,854
282,691
250,822
120,609
66,384
210,355
683,945
527,947
268,867
581,859
86,369
361,817
238,567
144,754
20,553
281,649
452,730
533,974
261,968
607,902
128,583
626,991
279,402
260,845
47,531
418,754
127,709
4,656
232,728
87,309
560,830
23,585
344,625
626,829
456,770
355,665
229,883
273,846
422,711
504,831
243,691
223,808
44,669
357,996
573,918
227,545
350,766
102,399
218,804
99,952
243,727
289,913
105,845
463,801
2,545
298,634
624,870
161,642
422,519
107,928
278,980
263,926
626,986
237,884
387,872
197,561
340,488
427,791
186,512
113,861
260,892
174,696
156,844
275,729
342,884
85,572
308,580
9,370
183,805
169,779
78,470
76,196
178,653
465,532
187,878
430,907
476,970
280,387
342,876
10,392
329,756
338,735
620,809
363,809
264,656
163,665
79,673
264,515
313,610
167,478
116,527
68,358
108,969
457,621
241,574
525,915
436,853
37,545
318,636
78,530
527,716
106,459
92,462
180,426
63,785
181,702
314,927
323,479
284,567
197,705
242,805
236,883
439,549
219,605
483,957
283,484
386,552
558,907
585,907
93,559
341,765
674,955
2,592
15,595
231,864
144,413
257,707
184,852
133,717
189,794
210,709
156,814
286,542
44,734
504,718
13,755
397,953
91,786
488,951
287,992
8,331
47,210
539,740
525,718
18,365
278,859
228,881
52,367
572,937
336,750
177,344
181,994
215,587
220,529
404,830
8,402
16,724
494,933
38,701
66,279
417,630
214,625
457,779
356,838
263,935
102,687
201,555
368,757
831,946
370,1000
286,903
66,566
153,602
11,712
464,958
82,501
387,607
408,768
313,656
427,951
640,784
368,895
371,779
273,713
43,736
430,939
51,685
329,749
512,783
190,755
672,834
390,791
616,803
281,675
744,952
554,721
709,881
198,950
653,928
255,844
395,773
346,494
494,816
248,812
644,984
43,514
232,907
209,676
323,666
34,376
712,938
167,448
249,603
323,991
59,801
712,945
13,353
179,740
69,656
90,472
129,754
492,823
434,932
330,646
372,645
138,670
29,740
167,235
330,644
662,810
144,565
197,874
110,547
320,444
68,662
326,773
74,682
488,957
348,981
298,468
69,697
278,421
20,642
42,786
374,520
148,896
50,559
48,716
119,451
354,627
588,910
134,404
554,817
366,809
303,454
224,865
581,863
252,488
315,580
379,650
50,809
192,454
299,663
378,565
520,801
34,333
278,752
477,996
73,694
401,853
76,340
379,793
72,400
14,158
532,881
703,869
47,434
260,383
54,529
65,674
21,206
690,937
396,936
72,857
604,900
417,852
104,493
32,550
303,571
42,603
362,765
316,870
489,933
196,564
470,877
69,424
317,943
331,575
108,492
682,853
123,801
141,881
390,534
363,653
10,503
166,903
152,861
191,866
45,924
204,501
256,717
73,363
701,808
500,773
375,520
58,787
703,942
129,321
385,814
376,850
586,996
411,756
517,983
610,848
174,679
266,789
138,673
352,675
539,915
740,794
76,722
94,771
633,929
268,620
91,339
324,623
628,928
24,245
95,520
274,929
178,835
215,659
507,737
200,931
328,976
481,848
640,941
131,423
17,686
372,905
119,792
64,496
60,855
719,912
534,860
715,923
31,731
393,793
325,685
637,923
261,490
255,739
286,903
219,784
119,322
131,954
316,867
153,843
408,903
396,699
193,705
493,862
248,439
103,572
413,970
328,918
275,434
450,655
67,628
312,505
476,804
338,978
279,856
63,495
531,868
230,836
104,725
119,491
26,728
21,777
43,588
364,519
128,507
73,822
215,843
10,543
227,382
373,971
212,609
31,697
158,479
209,495
444,890
386,872
316,795
354,961
238,621
63,522
413,677
34,629
160,555
702,895
81,877
162,675
105,400
684,959
371,959
329,825
412,847
105,515
260,787
267,527
690,891
280,731
87,688
469,866
360,943
139,678
72,267
153,540
649,800
217,742
17,512
265,493
51,833
599,774
22,276
188,284
195,611
47,751
473,858
359,547
206,795
26,382
372,928
49,681
233,706
357,468
208,734
116,519
358,766
402,680
230,613
414,818
364,525
142,799
246,574
86,884
740,937
49,666
282,762
184,650
204,758
4,360
99,270
416,908
445,856
271,695
228,916
658,880
43,226
356,737
250,515
463,992
45,915
214,789
261,622
201,835
775,919
780,901
610,964
80,830
554,948
192,836
184,769
34,348
492,664
127,607
11,410
53,536
57,777
171,590
255,876
511,970
116,698
103,383
372,617
83,607
154,494
274,950
107,512
57,477
123,521
234,780
419,606
234,621
177,373
42,428
643,855
277,917
193,599
175,883
35,538
399,597
136,849
139,524
507,724
85,761
110,888
347,448
309,911
673,881
545,977
219,738
485,986
439,930
56,697
358,811
399,874
381,972
197,916
264,752
766,899
103,551
494,725
130,433
337,962
572,895
317,960
48,820
216,803
173,834
3,167
127,540
596,972
284,674
237,850
143,634
610,836
170,509
335,926
527,906
555,992
69,512
121,400
137,607
54,667
389,970
432,1001
36,698
490,812
499,921
409,892
348,793
104,912
32,759
54,767
37,456
97,261
213,587
50,904
164,562
387,747
100,272
95,698
613,951
228,905
285,860
357,926
113,345
469,929
535,802
325,851
330,999
33,358
270,596
265,666
102,669
434,918
47,305
2,790
255,823
374,837
34,335
349,885
271,907
465,800
357,693
347,585
371,664
172,495
77,625
288,942
251,686
502,972
110,598
406,936
50,586
384,482
111,869
79,441
326,869
332,651
36,242
618,993
618,959
344,858
510,985
318,568
380,681
302,954
413,649
213,757
186,569
683,759
301,929
262,548
793,962
144,619
376,683
453,726
120,607
41,583
165,477
223,578
240,991
211,874
844,987
137,695
89,649
59,572
384,730
99,751
43,458
64,561
283,694
285,781
424,854
147,604
453,860
378,616
527,727
107,565
141,445
287,730
130,397
310,696
196,986
206,914
139,658
390,570
152,564
356,804
220,748
29,826
212,476
40,329
373,682
462,828
202,715
568,728
214,694
109,720
89,704
240,441
183,833
460,853
545,989
421,634
211,756
156,634
471,767
46,905
361,882
402,680
155,646
51,764
2,424
165,999
59,506
41,736
471,895
553,963
410,773
365,937
329,766
230,579
200,697
341,668
169,461
755,902
107,760
430,679
258,848
161,302
237,893
330,615
449,922
9,778
418,703
267,525
223,735
290,802
144,453
200,751
246,542
354,680
152,754
164,363
343,830
88,672
498,698
406,913
81,962
97,515
223,812
504,656
393,918
261,627
55,327
290,902
66,522
550,731
560,857
141,815
239,960
311,449
62,282
418,831
560,948
211,517
321,649
52,186
497,813
229,656
94,339
378,911
96,682
331,752
40,359
315,807
156,534
753,932
523,793
243,913
263,793
76,486
497,770
220,778
87,275
120,577
728,873
95,713
245,706
499,581
429,961
272,872
716,942
222,591
358,929
157,578
180,803
134,542
265,477
187,802
253,693
603,915
297,546
101,385
83,362
313,671
365,668
119,298
36,306
409,621
46,471
95,613
270,569
341,530
698,874
100,372
57,441
167,435
98,716
146,707
567,960
495,882
308,696
30,431
173,348
761,929
145,259
173,477
146,658
41,849
167,453
90,469
265,879
179,787
504,889
218,568
504,961
201,745
29,491
423,825
142,595
278,374
401,822
213,560
321,881
162,452
562,696
388,885
164,934
218,736
170,367
382,648
608,982
188,417
119,503
211,316
240,594
446,746
198,598
57,856
168,476
445,802
58,443
209,721
329,948
554,816
124,864
498,918
665,981
283,982
502,921
265,964
282,838
323,652
182,622
53,369
519,686
193,966
80,298
303,536
355,804
129,498
780,995
374,912
448,942
3,684
312,602
478,813
758,958
180,908
106,502
140,578
244,481
454,660
60,650
54,447
153,772
242,761
211,783
173,848
115,776
197,838
524,998
202,927
703,906
208,719
261,472
405,796
600,980
46,817
652,988
333,525
432,968
280,813
254,701
131,683
198,690
182,819
14,715
572,808
199,412
185,568
422,862
300,766
432,904
12,348
253,711
246,689
337,977
169,870
120,744
497,822
398,825
192,687
136,360
207,877
96,606
256,790
32,714
611,1000
274,691
417,765
644,949
327,656
146,906
467,983
25,485
152,932
233,879
46,793
576,989
138,456
179,705
377,710
184,955
473,688
54,714
202,532
395,885
163,872
339,819
260,631
681,952
505,854
372,833
130,303
121,833
322,798
299,598
224,683
237,858
235,673
269,729
238,894
165,711
93,365
23,540
288,363
623,911
665,992
95,284
366,870
33,794
560,960
460,842
26,383
503,980
439,705
381,903
645,922
481,872
569,869
140,623
56,644
418,827
578,743
708,944
549,898
6,633
383,865
127,634
730,861
82,638
117,467
318,934
332,959
503,991
425,974
59,649
496,946
85,926
591,798
623,719
313,568
186,509
344,540
59,435
11,216
16,222
56,413
38,675
257,654
413,867
329,803
102,627
241,915
770,940
228,609
709,976
294,801
20,311
131,668
779,930
184,699
654,928
279,670
196,787
218,522
355,848
520,828
515,748
102,359
677,994
39,536
44,929
238,548
174,547
505,653
689,986
332,738
194,725
313,718
43,609
520,758
118,778
712,994
452,891
248,877
80,625
242,790
672,896
555,754
72,525
91,911
82,691
123,570
141,911
4,561
321,684
634,1000
461,738
139,591
475,809
304,703
612,939
459,874
602,798
272,784
432,670
386,966
2,706
10,297
235,565
756,986
650,961
19,807
582,941
896,989
452,706
483,908
254,593
356,987
223,732
264,720
196,842
245,974
100,644
97,731
11,765
341,971
151,475
474,822
304,636
357,910
227,749
274,771
24,532
31,606
237,469
31,606
190,546
438,966
435,892
329,804
254,930
186,684
457,832
287,839
301,471
351,826
46,666
398,827
164,849
187,543
480,804
189,900
6,582
275,819
338,726
187,646
715,982
664,918
545,927
562,881
231,563
660,942
206,669
142,680
80,813
400,952
91,362
69,606
561,894
182,996
226,928
115,672
269,872
135,808
220,775
138,461
7,203
42,775
232,503
70,600
101,633
43,781
345,854
462,747
607,757
40,838
77,353
82,243
479,815
99,373
448,784
569,827
8,301
116,586
192,410
17,446
354,572
56,679
305,625
525,972
72,307
16,676
138,452
330,686
354,662
211,596
360,970
297,870
457,795
84,567
143,983
42,396
436,991
545,948
203,661
88,672
92,279
642,857
44,646
105,713
330,958
340,665
733,869
183,521
375,607
162,519
497,621
363,643
129,298
82,569
102,748
128,568
204,424
545,995
162,484
371,808
210,648
96,514
275,809
573,978
260,689
135,420
245,821
443,809
454,806
21,621
181,555
152,782
644,783
401,862
90,766
554,701
24,450
296,961
116,841
256,357
488,787
109,554
547,774
29,444
108,923
56,724
633,774
377,999
362,625
113,569
44,804
473,906
99,573
1,494
403,860
604,820
159,738
29,368
104,601
27,403
558,717
314,896
64,652
481,902
24,808
296,632
71,492
524,916
193,989
224,656
91,618
130,848
112,508
248,529
176,860
500,998
616,988
100,644
568,849
596,934
311,911
188,530
453,802
279,393
22,880
650,960
131,670
706,944
520,741
692,838
120,797
527,789
181,536
452,798
335,860
312,530
223,746
574,952
438,691
301,733
172,493
201,558
178,767
506,833
118,535
451,983
597,901
29,235
461,963
200,962
327,742
444,718
112,589
506,877
466,977
418,874
211,631
495,934
100,563
693,947
506,957
237,569
424,617
32,361
179,308
485,712
54,658
59,490
213,708
42,693
305,901
87,605
33,665
47,380
262,814
166,965
60,487
168,674
216,751
60,759
272,936
136,301
751,849
155,285
488,956
373,936
254,840
226,898
212,589
499,750
31,506
156,810
181,344
25,756
308,585
36,390
55,737
194,701
202,621
318,756
176,475
152,790
547,911
328,895
634,993
542,679
324,470
96,771
562,811
308,640
209,484
